CRM_ObjectID,Model,SerialNumber,JT_EquipID,SoldToID,SoldToName,AddContactID,AddContactName,Address1,Address2,City,Province,PostalCode,ServiceOrgID,ServiceOrg,PrimaryTechID,BackupTechID,AccountMgrID,AccountMgr,EquipNotes,Inactive,NoContract,NoPM
78426356,MXM354N,45012102,,631757,SKY SERVICE F.B.O. INC.,41034761,SKYSERVICE F.B.O INC..,6120 MIDFIELD RD.,FRONT DESK,MISSISSAUGA,ON,L5P 1B1,61000193,GTA West,93000195,93000361,BERNARDJ,JULIE BERNARD,,0,0,0
78426593,MXM365N,45005757,,600365,COMMUNITY LIVING TORONTO,41034762,TORONTO COMMUNITY LIVING,30 BIRCH AVE 2ND FLOOR,,TORONTO,ON,M4V 1C8,61000192,GTA East,93000182,93000019,BAJICHD,DARKO BAJICH,,0,0,0
78426597,MXM354N,45012092,,631757,SKY SERVICE F.B.O. INC.,41034763,SKYSERVICE F.B.O INC..,6120 MIDFIELD RD.,IT FINANCE - DOOR 26,MISSISSAUGA,ON,L5P 1B1,61000193,GTA West,93000195,93000361,BERNARDJ,JULIE BERNARD,,0,0,0
78429314,MXM453N,05033611,,640754,CFB BORDEN - CC MGR.,41034764,31 CF H SVCS C,"100 RAMILLIES RD., BLDG. T-126",ANDY ANDERSON ARENA,BORDEN,ON,L0M 1C0,61000184,Dealers,,,,,,0,0,0
78429674,MX5111N,1512112Y,,670276,GARNISON VALCARTIER,41034771,GARNISON VALCARTIER,"BATISSE 513, 2IEME ETAGE",QG 5 GBMC,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78429679,MXM363N,1500855X,,670277,GARNISON VALCARTIER,41034776,GARNISON VALCARTIER,BATISSE 367 LOCAL 170,,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78429799,MX4101N,15013895,,670278,GARNISON VALCARTIER,41034779,GARNISON VALCARTIER 3R22R,"BATISSE 366, QMR",,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78429800,MXM453N,15033492,,670278,GARNISON VALCARTIER,41034780,GARNISON VALCARTIER 3R22R,"BATISSE 366, QMR",MAINTENANCE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78429804,MX4111N,35020003,,670281,BFC VALCARTIER,41034784,BFC VALCARTIER,"BATISSE 510, 2IEME ETAGE",Mess Adjudants & Sergents,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78429805,MX3610N,25068497,,670319,GARNISON VALCARTIER,41034785,GARNISON VALCARTIER,Batisse #10,CENTRE DE SIMULATION MEDICALE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78429807,MXM453N,1501978X,,670217,35 BNS DU C,41034787,35 BNS DU C,1020 VINCENT MASSEY,"BATISSE 102, LOCAL 102",COMPLEXE ST-MALO,QC,G1N 1M8,61000184,Dealers,,,,,,0,0,0
78429809,MXM453N,15024465R,,669287,"HOLLOWAY LODGING LP,",41034788,HOLLOWAY LODGING LP,1011 FAIRVILLE BLVD,,SAINT JOHN,NB,E2M 5T9,61000209,SD Halifax,93000306,93000307,,,,0,0,0
78429820,MXM453N,35008057R,,669285,"HOLLOWAY LODGING LP,",41034789,HOLLOWAY LODGING LP,700 WESTVILLE ROAD,,NEW GLASGOW,NS,B2H 2J8,61000209,SD Halifax,93000311,93000318,,,,0,0,0
78432666,MX4101N,05089170R,,600484,ST. JOHN'S UNITED CHURCH,41034791,ST. JOHN'S UNITED CHURCH,2 NORBERT RD.,,SCARBOROUGH,ON,M1T 1C1,61000192,GTA East,93000024,93000025,,,,0,0,0
78433132,MXM565N,45026937,,670331,S.P. RICHARDS,41034792,S.P. RICHARDS CANADA,"1325 CLARK BLVD., # 1",,BRAMPTON,ON,L6T 5R5,61000193,GTA West,93000361,93000673,SPENCER,ROBYNNE SPENCE,,0,0,0
78438249,MX4111N,35075707,,670236,REGIMENT DE LA CHAUDIERE,41034793,"REGIMENT DE LA CHAUDIERE, QG",10 RUE DE L'ARSENAL,,LEVIS,QC,G6V 4P7,61000184,Dealers,,,,,,0,0,0
78438405,MXC301W,45116706,,670107,603968 NB INC. DBA:  AIR CAB TAXI,41034795,603968 NB INC. DBA:  AIR CAB TAXI,189 GORDON ST.,,MONCTON,NB,E1C 1N3,61000209,SD Halifax,93000302,93000303,MCNALLYK,KAREN MCNALLY,,0,0,0
78438597,MX5141N,45130147,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034797,"VDM/SERVICE ADMINISTRATIFS,INFORMATIQUES",777 BOUL MARCEL LAURIN,1ST FLOOR,MONTREAL,QC,H4M 2M7,61000174,SD Montreal,93000049,93000183,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78438602,MX5141N,45130087,,628273,PWGSC / CORPORATE SERVICES,41034799,PUBLIC WORKS AND GOVT. SERVICES,"11 LAURIER ST. PDP III, 5C1",,GATINEAU,QC,K1A 0S5,61000175,SD Ottawa,93000045,93000044,JOYCER,RICHARD JOYCE,,0,0,0
78438800,MX4111N,25055968,,670382,CDN. FORCES HOUSING AGENCY - WPG,41034800,CANADIAN FORCES HOUSING AGENCY WPG,215-530 KENASTON BLVD.,,WINNIPEG,MB,R3N 1Z4,61000184,Dealers,,,,,,0,0,0
78438801,MXM363N,05027538R,,277960,PETER D. BOUROUKIS,41034801,"PETER D. BOUROUKIS, L.L.B.","15 WERTHEIM COURT, STE  # 411",,RICHMOND HILL,ON,L4B 3H7,61000192,GTA East,93000022,93000672,GALERN,NANCY GALER,,0,0,0
78438814,MX4101N,15018785,,670383,CBSA INVESTIGATIONS DIV.,41034802,CBSA INVESTIGATIONS DIVISION,2588 27 ST. N.E.,,CALGARY,AB,T1Y 7G1,61000184,Dealers,,,,,,0,0,0
78439582,MXM453N,15006558,,670852,CANADA BORDER SERVICES AGENCY,41034809,CBSA EDMONTON INLAND ENFORCE,10345 - 104TH STREET N.W.,,EDMONTON,AB,T5J 1B9,61000184,Dealers,,,,,,0,0,0
78439584,MXM453N,15022585,,670403,CBSA TRAFFIC OPERATIONS,41034810,CBSA TRAFFIC OPERATIONS,"1357A, 1000 AIRPORT RD - Administration",EDMONTON INTERNATIONAL AIRPORT,EDMONTON,AB,P9E 0V3,61000184,Dealers,,,,,,0,0,0
78442912,MXM365N,45023583,,670346,BATEMAN MACKAY LLP,41034814,BATEMAN MACKAY LLP,40 VILLAGE CENTRE PLACE # 200,,MISSISSAUGA,ON,L4Z 1V9,61000193,GTA West,93000195,93000040,GOWERM,MICHAEL GOWER,,0,0,0
78444023,ARM237,65021113,,670258,DETACHEMENT DE LA 1ERE UNITE,41034815,"1ere UNITE DENTAIRE,",CLINIQUE DENT. DE LA CITADELLE,DETACHEMENT DENT. VACARTIER,QUEBEC,QC,G1R 4V7,61000184,Dealers,,,,,,0,0,0
78444333,MX5111N,25005510,,670266,QG RESERVE NAVALE,41034816,QG RESERVE NAVALE,112 RUE DALHOUSIE,REZ DE CHAUSSEE,QUEBEC,QC,G1K 4C1,61000184,Dealers,,,,,,0,0,0
78444531,MX5111N,35024583,,670267,BFC VALCARTIER,41034817,BFC VALCARTIER,BATISSE 596 LOCAL 111,,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444653,MXM623N,35000427,,670261,BFC VALCARTIER,41034822,BFC VALCARTIER,"BAT.#109, SANTE MENTALE",5IEME AMB. DE CAMPAGNE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444669,MXM314N,45011736,,653324,LAWSONS,41034823,LAWSONS,194 KILLAM DRIVE,,MONCTON,NB,E1C 3S4,61000209,SD Halifax,93000302,93000303,MCNALLYT,KAREN MCNALLY - THINK,,0,0,0
78444672,MX5141N,45131287,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034824,VDM/HABITATION,303 NOTRE DAME EST - 4A-07.23, 4IEME ETAGE,MONTREAL,QC,H2Y 3Y8,61000174,SD Montreal,93000773,93000169,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78444686,MX5141N,45130057,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034825,RESOURCES FINANCIERES ET MATERIELLES,405 AVENUE OGILVY,,MONTRÉAL,QC,H3N 1M3,61000174,SD Montreal,93000049,93000183,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78444692,MXM623N,25003869,,670261,BFC VALCARTIER,41034826,BFC VALCARTIER,"BATISSE #109, SALLE DES RAPPORTS",5 IEME AMB. DE CAMPAGNE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444693,MXM503N,35006912,,670261,BFC VALCARTIER,41034827,BFC VALCARTIER,"BATISSE 109, SECTION EM",5 IEME AMB. DE CAMPAGNE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444852,MX5111N,35024183,,670318,BFC VALCARTIER,41034831,BFC VALCARTIER,"BATISSE 324, CIE DE MAINTENANCE",,QUEBEC,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444876,MXM503N,1503271Y,,670332,GARNISON VALCARTIER,41034833,GARNISON VALCARTIER,"BATISSE 109, UPS4",5IEME AMB DE CAMPAGNE,QUEBEC,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444877,MXM503N,1503355Y,,670332,GARNISON VALCARTIER,41034834,GARNISON VALCARTIER,"BATISSE 145, MED PRE",5ieme AMB DE CAMPAGNE,QUEBEC,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444878,MXM503N,1503269Y,,670332,GARNISON VALCARTIER,41034835,GARNISON VALCARTIER,"BATISSE 109, UPS 2",5ieme AMB de CAMPAGNE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78444879,MXM503N,1503354Y,,670332,GARNISON VALCARTIER,41034836,GARNISON VALCARTIER,"BATISSE 109, UPS 1",5ieme AMB DE CAMPAGNE,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78445383,MX2600N,85036977R,,642099,"TETREAULT, GINETTE, O/A",41034838,DROIT FAMILLE OUTAOUAIS,126 ST RAYMOND,,GATINEAU,QC,J8Y 1T2,61000175,SD Ottawa,93000216,93000217,EICHELBC,CLAUDE EICHELBRENNER,,0,0,0
78445384,MX4101N,85065460,,219979,CANADIAN SKI COUNCIL,41034839,CANADIAN SKI COUNCIL,7600 HIGHWAY 27 UNIT 14,,WOODBRIDGE,ON,L4H 0P8,61000192,GTA East,93000399,93000022,GAYNORS,SCOTT GAYNOR,,0,0,0
78445386,ARM550N,55005877,,219979,CANADIAN SKI COUNCIL,41034841,CANADIAN SKI COUNCIL,7600 HIGHWAY 27 UNIT 14,,WOODBRIDGE,ON,L4H 0P8,61000192,GTA East,93000399,93000022,GAYNORS,SCOTT GAYNOR,,0,0,0
78445389,MXM450N,85044689RC,,641462,CLARKE ROAD TRANSPORT,41034843,CLARKE ROAD TRANSPORT,"20 OLD PLACENTIA RD,",,MOUNT PEARL,NF,A1N 4P5,61000184,Dealers,,,BLACKT,JEFF BLACK - THINK,,0,0,0
78445390,MX5001N,05068479,,670406,CANADIAN COAST GUARD - ENG. SUPVR.,41034844,MARINE ENGINEERING,"280 SOUTHSIDE ROAD, Room 307",CCG SUPVR ENGINEERING- ST. JOHN'S,ST. JOHN'S,NL,A1C 5X1,61000184,Dealers,,,,,,0,0,0
78446152,MX4141N,45117937,,670409,ARTHUR B. RIDLEY FUNERAL HOME LTD.,41034847,ARTHUR B. RIDLEY FUNERAL HOME LTD.,3080 LAKESHORE BL. WEST,,TORONTO,ON,M8V 1K3,61000192,GTA East,93000029,93000182,PANAGIOP,PETER PANAGIOTOU,,0,0,0
78446327,MXM365N,45023573,,625104,CENTRIC HEALTH CORP.,41034849,LIFEMARK HEALTH MNGMT.,"194 KING ST., WEST",,OSHAWA,ON,L1J 2J2,61000184,Dealers,,,THERIAULTK,KEVIN THERIAULT,,0,0,0
78446328,MX4141N,45117177,,263750,CHARTWELL MASTER CARE LP,41034850,CRESCENT GARDENS RETIREMENT COMMUNITY,1222 KING GEORGE HWY.,,SURREY,BC,V4A 9W6,61000184,Dealers,,,CAHILLS,SHAWN CAHILL,,0,0,0
78446406,MX4141N,45117287,,650614,ONTARIO PROFESSIONAL PLANNERS INSTITUTE,41034854,ONTARIO PROFESSIONAL PLANNERS INSTITUTE,"201-234 EGLINTON AVE. E,",,TORONTO,ON,M4P 1K5,61000192,GTA East,93000024,93000019,THERIAULTK,KEVIN THERIAULT,,0,0,0
78446413,MX4141N,45117547,,635859,ROSALIE HALL,41034855,ROSALIE HALL,3020 LAWRENCE AVE. EAST,,SCARBOROUGH,ON,M1P 2T7,61000192,GTA East,93000025,93000024,THERIAULTK,KEVIN THERIAULT,,0,0,0
78446572,MX2640N,45048419,,277998,OMNIVERTER,41035358,OMNIVERTER,"3075 14TH AVENUE, UNIT 13",,MARKHAM,ON,L3R 0G9,61000192,GTA East,93000672,93000022,WINECKS,STIRLING WINECK,,0,0,0
78450108,MX4141N,45118047,,659905,JOSEPH L. ROMANO PROFESSIONAL CORP.,41034858,JOSEPH L. ROMANO PROFESSIONAL CORP.,885 SHEPHERD AV. WEST,,TORONTO,ON,M3H 2T4,61000192,GTA East,93000402,93000672,THERIAULTK,KEVIN THERIAULT,,0,0,0
78450755,MX3640N,45062412,,637567,MIKE NIVEN INTERIOR DESIGN INC.,41034859,MIKE NIVEN INTERIOR DESIGN INC.,100 BROADVIEW AVE SUITE # 302,,TORONTO,ON,M4M 3H3,61000192,GTA East,93000023,93000025,THERIAULTK,KEVIN THERIAULT,,0,0,0
78451046,MX4141N,45116987,,633871,TORONTO CITY CHURCH,41034860,TORONTO CITY CHURCH,36 CURITY AVE.,,TORONTO,ON,M4B 0A2,61000192,GTA East,93000023,93000025,FENNELLM,MIKE FENNELL,,0,0,0
78451051,MXM264N,45014148,,625104,CENTRIC HEALTH CORP.,41034862,LIFEMARK HEALTH MNGMT.,4105 GORDON DR. # 200,PINNACLE PHYSIOTHERAPY,KELOWNA,BC,V1W 4Z1,61000184,Dealers,,,THERIAULTK,KEVIN THERIAULT,,0,0,0
78451052,MXM314N,45011586,,615133,VEYANCE TECHNOLOGIES INC.,41034863,VEYANCE TECHNOLOGIES INC.,45 RAYNES AVE.,,BOWMANVILLE,ON,L1C 1J3,61000184,Dealers,,,GOWERM,MICHAEL GOWER,,0,0,0
78451313,MX4101N,15013525R,,655659,"MC QUINN INVESTMENTS LTD., O/A",41034865,MCQUINN INVESTMENTS LTD.,1314 CATHEDRAL LANE,,HALIFAX,NS,B3H 4S7,61000209,SD Halifax,93000319,93000311,,,,0,0,0
78451400,MX3610N,35036516,,670322,"BFC VALCARTIER, 3R22R (QM)",41034866,"BFC VALCARTIER, 3R22R (BAB)","BLDG. 366, 2IEME ETAGE",,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78451402,MXM623N,35002922,,670337,GARNISON VALCARTIER,41034868,GARNISON VALCARTIER,"3R22R, BLDG. 366, QMR",,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78451403,MXM503N,1503314Y,,670332,GARNISON VALCARTIER,41034869,GARNISON VALCARTIER,"5E AMB. DE CAMPAGNE, BLD.109-UPS3",,COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78451404,MXM350N,75006279,,670215,35 RGC,41034870,35 REGIMENT DE GENIE,835 BOUL. PIERRE-BERTRAND,,QUEBEC,QC,G1M 2E7,61000184,Dealers,,,,,,0,0,0
78453311,MX5141N,45131427,,602514,MASSIV DIE-FORM - BRAMALEA,41034873,MASSIV DIE-FORM - BRAMALEA,7655 BRAMALEA RD.,,BRAMPTON,ON,L6T 4Y5,61000193,GTA West,93000361,93000673,ENDACOTL,LINDA ENDACOTT,,0,0,0
78453324,MXM465N,45031723,,670475,RIDLEY WINDOWS & DOORS INC.,41034874,RIDLEY WINDOWS & DOORS INC.,520 APPLEWOOD CRES. # 1,,VAUGHAN,ON,L4K 5X3,61000192,GTA East,93000399,93000402,DUPUISE,ERIC DUPUIS,,0,0,0
78453336,MXM565N,45027307,,600641,DAVID LIANG PROFESSIONAL CORP.,41034875,DAVID LIANG PROFESSIONAL CORP.,3636 STEELES AVE. E. #311,,MARKHAM,ON,L3R 1K9,61000192,GTA East,93000672,93000024,CHENGK,KENNETH CHENG,,0,0,0
78453859,MX3640N,45063932,,670475,RIDLEY WINDOWS & DOORS INC.,41034876,RIDLEY WINDOWS & DOORS INC,520 APPLEWOOD CRES. #1,,VAUGHAN,ON,L4K 5X3,61000192,GTA East,93000399,93000402,DUPUISE,ERIC DUPUIS,,0,0,0
78454320,MX5141N,45131547,,625546,CF H SVCS TC,41034877,CF H SVCS TC,"30 ORTONA RD., BL. O-166,",RM. 1505,BORDEN,ON,L0M 1C0,61000184,Dealers,,,FEDGOVT,FEDERAL GOVERNMENT (BSD),,0,0,0
78454321,MXM354N,45011802,,631757,SKY SERVICE F.B.O. INC.,41034879,SKY SERVICE F.B.O. INC.,9785 RYAN AVE. (COORDINATION),,DORVAL,QC,H9P 1A2,61000174,SD Montreal,93000046,93000050,BERNARDJ,JULIE BERNARD,,0,0,0
78454322,MXM354N,45011792,,631757,SKY SERVICE F.B.O. INC.,41034878,SKY SERVICE F.B.O. INC.,575 PALMER RD. N.E.,,CALGARY,AB,T2E 7G4,61000184,Dealers,,,BERNARDJ,JULIE BERNARD,,0,0,0
78454666,MX3140N,45074954,,670481,ST. CLEMENTS CHURCH,41034880,ST. CLEMENTS CHURCH,16 GASTON RD.,,DARTMOUTH,NS,B2Y 3W1,61000209,SD Halifax,93000318,93000311,GRAHAMJ,JAMES GRAHAM,,0,0,0
78454669,MXM354N,45011912,,631757,SKY SERVICE F.B.O. INC.,41034881,SKY SERVICE F.B.O. INC.,575 PALMER RD. N.E.,,CALGARY,AB,T2E 7G4,61000184,Dealers,,,BERNARDJ,JULIE BERNARD,,0,0,0
78454670,MXM354N,45011882,,631757,SKY SERVICE F.B.O. INC.,41034882,SKY SERVICE F.B.O. INC.,9785 RYAN AVE. (IT DEPT),,DORVAL,QC,H9P 1A2,61000174,SD Montreal,93000046,93000050,BERNARDJ,JULIE BERNARD,,0,0,0
78454861,MXM354N,45011712,,631757,SKY SERVICE F.B.O. INC.,41034883,SKY SERVICE F.B.O. INC.,575 PALMER RD. N.E.,,CALGARY,AB,T2E 7G4,61000184,Dealers,,,BERNARDJ,JULIE BERNARD,,0,0,0
78454862,MXM354N,45011702,,631757,SKY SERVICE F.B.O. INC.,41034884,SKY SERVICE F.B.O. INC.,9785 RYAN AVE. (NDT),,DORVAL,QC,H9P 1A2,61000174,SD Montreal,93000046,93000050,BERNARDJ,JULIE BERNARD,,0,0,0
78454864,MXM354N,45011872,,631757,SKY SERVICE F.B.O. INC.,41034885,SKY SERVICE F.B.O. INC.,575 PALMER RD. N.E.,,CALGARY,AB,T2E 7G4,61000184,Dealers,,,BERNARDJ,JULIE BERNARD,,0,0,0
78454865,MX4141N,45117927,,630540,SERVICE DE POLICE DE LA VM,41034886,SPVM-OPERATIONS SPECIALISEES,4545 RUE HOCHELAGA 2 ETAGES,,MONTREAL,QC,H1V 1C2,61000174,SD Montreal,93000213,93000051,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78456994,MX2640N,45071758,,650903,CANADIAN TITLE LOAN CORP.,41034887,CANADIAN TITLE LOAN CORP(NEWHOUSE IND),2355 ROYAL WINDSOR DR. # 10,,MISSISSAUGA,ON,L5J 4S8,61000193,GTA West,93000036,93000040,WHEELERR,ROBERT WHEELER,,0,0,0
78457520,MX2640N,45074058,,670380,NATIONAL TUBE SUPPLY CANADA ULC,41034888,NATIONAL TUBE SUPPLY CANADA ULC,"6811 EDWARDS BL., # 2",,MISSISSAUGA,ON,L5T 2S2,61000193,GTA West,93000195,93000361,GALERN,NANCY GALER,,0,0,0
78457603,MX2640N,45072358,,670441,WARD BECK SYSTEMS LTD.,41034889,WARD BECK SYSTEMS LTD.,9-945 MIDDLEFIELD RD.,,TORONTO,ON,M1V 5E1,61000192,GTA East,93000024,93000025,THERIAULTK,KEVIN THERIAULT,,0,0,0
78457667,MX2640N,45072518,,653862,THE PARISH OF ST. ANDREW'S,41034890,THE PARISH OF ST. ANDREW'S,2553 ST. MARGARET'S BAY ROAD,,LAKESIDE,NS,B3T 1H1,61000209,SD Halifax,93000318,93000311,SEWARDR,ROGER SEWARD,,0,0,0
78457684,MX3140N,45070548,,633794,WESLEY CHAPEL FREE METHODIST CHURCH,41034891,WESLEY CHURCH 289-482-1483,750 Craighurst Crt,,PICKERING,ON,L1X 2W9,61000192,GTA East,93000024,93000025,FENNELLM,MIKE FENNELL,,0,0,0
78457729,MX4141N,45116927,,631252,MARTINWAY CONTRACTING LTD.,41034892,MARTINWAY CONTRACTING LTD.,20 CLAIREPORT CRES. # 10,,REXDALE,ON,M9W 6P6,61000192,GTA East,93000402,93000029,THERIAULTK,KEVIN THERIAULT,,0,0,0
78457735,MX4141N,45117337,,625090,THE HINCKS-DELLCREST,41034893,THE FARM-HINCKS-DELLCREST,355639 CONCESSION 12,TREATMENT CENTRE,CLARKSBURG,ON,N0H 1J0,61000184,Dealers,,,WINECKS,STIRLING WINECK,,0,0,0
78457736,MX4141N,45117417,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034894,ARR-CDN-NDG,2140 MADISON AVENUE,,MONTREAL,QC,H4B 2T4,61000174,SD Montreal,93000046,93000183,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78457739,MX2640N,45048659,,670487,AFMRO,41034895,AFMRO,85 BL. ST. JOSEPH,,GATINEAU,QC,J8Y 3W6,61000175,SD Ottawa,93000216,93000217,BOUCHARC,CLERMONT BOUCHARD,,0,0,0
78457740,MX2640N,45049739,,670127,BOTHWELL - ACCURATE CO. INC.,41034896,BOTHWELL - ACCURATE CO. INC.,1621 MC EWEN DR. # 41,,WHITBY,ON,L1N 9A5,61000184,Dealers,,,THERIAULTK,KEVIN THERIAULT,,0,0,0
78457746,MX2640N,45048649,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034897,VM / 8619-ARR-RPP-ADMINISTRATION,"5650 RUE, D'IBERVILLE, 2E ETAGE",,MONTREAL,QC,H2G 2B3,61000174,SD Montreal,93000051,93000050,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78457747,MX2640N,45048639,,636496,SERVICES PRO-STAGING INC.,41034898,SERVICES PRO-STAGING INC.,3090 BRABANT-MARTINEAU,,MONTREAL,QC,H4S 1K7,61000174,SD Montreal,93000049,93000047,CHONCHOE,ELIE CHONCHON,,0,0,0
78457756,MX4141N,45117377,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41034899,VDM/DIV. DES RESSOURCES HUMAINES,4555  RUE DE VERDUN LOCAL 105,,VERDUN,QC,H4G 1M4,61000174,SD Montreal,93000183,93000169,DEGUIREM,MARCELINE DEGUIRE,,0,0,0
78458063,MXM264N,45012361,,631757,SKY SERVICE F.B.O. INC.,41034903,SKY SERVICE F.B.O. INC.,9785 RYAN AVE.(STORES),,DORVAL,QC,H9P 1A2,61000174,SD Montreal,93000046,93000050,WINECKS,STIRLING WINECK,,0,0,0
78460208,MXM365N,45023303,,628328,"ROBERT B. SOMERVILLE CO., LTD.",41034905,"ROBERT B. SOMERVILLE CO., LTD.",13176 DUFFERIN ST.,FRONT OFFICE,KING CITY,ON,L7B 1K5,61000192,GTA East,93000399,93000022,SPENCER,ROBYNNE SPENCE,,0,0,0
78460211,MX2640N,45048629,,642029,4161173 CANADA INC.,41034907,4161173 CANADA INC.,340 RUE MAIN,,GATINEAU,QC,J8P 5K3,61000175,SD Ottawa,93000217,93000045,BOUCHARC,CLERMONT BOUCHARD,,0,0,0
78462217,MX4141N,3501448Y,,670567,DND - CDN. FORCES BASE WINNIPEG,41034908,DND - CDN. FORCES BASE WINNIPEG,WRTF BLDG 66 BASEMENT,"POB 17000, STN. FORCES",WINNIPEG,MB,R3J 3Y5,61000184,Dealers,,,KULBAP,PAUL KULBA,,0,0,0
78462260,MX3100N,95040765,,670565,ENVIRONMENTAL RESPONSE,41034909,ENVIRONMENTAL RESPONSE,1 SOUTHERN CROSS ROAD,DONOVAN'S INDUSTRIAL PARK,MOUNT PEARL,NL,A1N 5A2,61000184,Dealers,,,,,,0,0,0
78463199,MX2640N,45048199,,670486,"MAC LEOD GROUP HEALTH SVCS. LTD.,",41034910,ANNAPOLIS ROYAL NURSING HOME,9745 ST. GEORGE ST.,,ANNAPOLIS ROYAL,NS,B0S 1A0,61000209,SD Halifax,93000318,93000311,ROBERTSR,RALPH ROBERTS,,0,0,0
78463302,MXM264N,35019562,76794282,659121,GROUPE SANTE CARBO INC.,41034911,GROUPE SANTE CARBO INC,4515 ARTHUR SAUVE,,LAVAL,QC,H7R 5P8,61000174,SD Montreal,93000049,93000050,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
78464566,MX2640N,45049519,,633962,AIM WASTE MANAGEMENT INC.,41034913,AIM WASTE MANAGEMENT INC.,"1100 SOUTH SERVICE RD, SUITE 419",,STONEY CREEK,ON,L8E 5S7,61000193,GTA West,93000037,93000038,CATAFORM,MARK CATAFORD,,0,0,0
78464602,MX2640N,45048399,,670442,OTTOM SERVICES INC.,41034914,OTTOM SERVICES INC.,461 NORTH SERVICE RD. W.UNIT B4,,OAKVILLE,ON,L6M 2V5,61000193,GTA West,93000036,93000037,CATAFORM,MARK CATAFORD,,0,0,0
78464773,MX3140N,45070098,,249744,ONTARIO CHAMBER OF COMMERCE,41034915,ONTARIO CHAMBER OF COMMERCE,"180 DUNDAS ST. WEST, SUITE 1500",ONTARIO CHAMBER OF COMMERCE,TORONTO,ON,M5G 1Z8,61000192,GTA East,93000380,93000028,HILLST,TREVOR HILLS,,0,0,0
78464980,MX6201N,25079391,,642705,CARILLION CANADA INC.,41034919,CARILLION CANADA INC.,7077 KEELE STREET,4TH FLOOR - CORP,CONCORD,ON,L4K 0B6,61000192,GTA East,93000019,93000022,,,,0,0,0
78464982,MX6240N,3511715X,,642705,CARILLION CANADA INC.,41034921,CARILLION CANADA INC.,7077 KEELE STREET,(2ND FLOOR - SERVICES),CONCORD,ON,L4K 0B6,61000192,GTA East,93000019,93000022,,,,0,0,0
78464983,MXM453N,05048457,,642705,CARILLION CANADA INC.,41034922,CARILLION CANADA INC.,7077 KEELE STREET,(GROUND FLOOR - IT),CONCORD,ON,L4K 0B6,61000192,GTA East,93000019,93000022,,,,0,0,0
78464984,MX5111N,25192763R,,670576,CMS ENTR. GENERAUX INC.,41034923,CMS ENTR. GENERAUX INC.,3828 RUE ST-PATRICK,,MONTREAL,QC,H4E 1A4,61000174,SD Montreal,93000183,93000047,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
78464985,MXM363N,05015482,,656748,FISHERIES & OCEANS CANADA,41034924,FISHERIES & OCEANS,64-66 CANADA DRIVE,,HARBOUR BRETON,NL,A0H 1P0,61000184,Dealers,,,,,,0,0,0
78464993,MXM363N,1500949X,,670332,GARNISON VALCARTIER,41034925,GARNISON VALCARTIER,"5E AMB. DE CAMPAGNE, BLDG. 104","2IEME ETAGE, OPS",COURCELETTE,QC,G0A 4Z0,61000184,Dealers,,,,,,0,0,0
78466289,MX2640N,45048979,,610085,SILVER CRYSTAL SPORTS INC.,41034929,SILVER CRYSTAL SPORTS INC.,1141 ROSELAWN AVE.,,TORONTO,ON,M6B 1C5,61000192,GTA East,93000373,93000402,THERIAULTK,KEVIN THERIAULT,,0,0,0
