crm_objectid,model,serialnumber,jt_equipid,soldtoid,soldtoname,addcontactid,addcontactname,address1,address2,city,province,postalcode,dealerid,dealername,serviceorgid,serviceorg,primarytechid,backuptechid,accountmgrid,accountmgr,inactive,nocontract,nopm
80508676,MX4070N,65092253,,664050,CANADIAN TRAFFIC NETWORK ULC,41053453,CANADIAN TRAFFIC NETWORK ULC,1920 YONGE ST. # 503,,TORONTO,ON ,M4S 3E2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93001393,THERIAULTK,KEVIN THERIAULT,0,0,0
80508677,MX3050N,65066333,,643717,VAUGHAN PUBLIC LIBRARIES,41053454,ANSLEY GROVE LIBRARY,350 ANSLEY GROVE RD.,,VAUGHAN,ON ,L4L 5C9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93000022,NEWBERRK,KEN NEWBERRY,0,0,0
80508680,MX3050N,65065553,,656853,MORNINGSTAR RESEARCH INC.,41053455,MORNINGSTAR RESEARCH INC.,1155 RENE LEVESQUE BL. # 2500,,MONTREAL,QC ,H3B 2K4   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000046,SHAWM,MICHAEL SHAW,0,0,0
80508681,MX3050N,65067543,,242691,CORPORATION OF THE CITY OF VAUGHAN,41053456,CORPORATION OF THE CITY OF VAUGHAN,70 TIGI COURT,OFFICE OF THE INTEGRITY COMMISSIONER,VAUGHAN,ON ,L4K 5E4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,NEWBERRK,KEN NEWBERRY,0,0,0
80508708,MX3070N,65051085,,682240,PERFUMES ETC. LTD.,41053461,PERFUMES ETC. LTD.,"6880 COLUMBUS RD., # 2",,MISSISSAUGA,ON ,L5T 2G1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93001092,93001092,DUPUISE,ERIC DUPUIS,0,0,0
80508712,MX4070N,65092033,,640432,TIMOTHY CHRISTIAN SCHOOL ASSC.,41053462,TIMOTHY CHRISTIAN SCHOOL ASSC.,28 ELMHURST DR.,,ETOBICOKE,ON ,M9W 2J5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001785,STRUMINP,PERRY STRUMINIKOV,0,0,0
80508791,MX4070N,65092263,,644777,AGRI - MONDO INC.,41053463,AGRI - MONDO INC.,165 J.A BOMBARDIER,,BOUCHERVILLE,QC ,J4B 8P1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000183,ACQUARIOS,SALVATORE ACQUARIO,0,0,0
80508803,MX3110N,25023561R,,649369,2053393 ONTARIO INC.,41053465,2053393 ONTARIO INC,"7155 WOOBINE AVE., STE., B102",,MARKHAM,ON ,L3R 1A3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000022,CHENGK,KENNETH CHENG,0,0,0
80508805,MX5070N,65135924,,682478,BRIGHTWORKS INTERACTIVE,41053466,BRIGHTWORKS INTERACTIVE,100 BROADVIEW AVE. # 200,,TORONTO,ON ,M4M 3H3   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93001307,PANAGIOT,TINA PANAGIOTOU,0,0,0
80508806,MXM363N,25013615R,,653632,PRICE PLUMBING LTD.,41053467,PRICE PLUMBING LTD,33 BIGGS DRIVE,,RIVERVIEW,NB ,E1B 3Y8   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000302,93000303,MCNALLYK,KAREN MCNALLY,0,0,0
80508853,MXM365N,65008006,80508853,675475,YMCA OF GREATER HALIFAX / DARTMOUTH,41053468,YMCA - COLE HARBOUR,5 CUMBERLAND DRIVE,,COLE HARBOUR,NS ,B2V 2T6   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,BLACKJ,JEFF BLACK,0,0,0
80508938,MXB201D,55000630,80508938,675475,YMCA OF GREATER HALIFAX / DARTMOUTH,41053469,YMCA - SHEET HARBOUR,22756 HIGHWAY 7,,SHEET HARBOUR,NS ,B0J 3B0   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,BLACKJ,JEFF BLACK,0,0,0
80509166,MX5070N,65094116,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053470,3032-ARR ANJ- DEVELOPPEMENT,"7171 BOMBARDIER, 2E ETAGE",,MONTREAL,QC ,H1J 2E9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80509167,MX3570N,65076526,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053471,DIRECTION DES SERVICES JUDICIAIRES,303 NOTRE DAME # 0.125,,MONTREAL,QC ,H2Y 3Y8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80509361,MX3050N,65065833,,682438,GARLAND CANADA INC.,41053472,GARLAND CANADA INC.,209 CARRIER DR.,,TORONTO,ON ,M9W 5Y8   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001785,HANDLIRR,RICHARD HANDLIR,0,0,0
80518990,MXM266N,65011046,,682226,DOUGLAS VALENCI SANTIAGO LAW OFFICE,41053488,DOUGLAS VALENCI SANTIAGO LAW OFFICE,797 WILSON AVE,,NORTH YORK,ON ,M3K 1E4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000027,93000024,CATAFORM,MARK CATAFORD,0,0,0
80519056,AL1540CS,UNKNOWN,,682523,GLOBAL EMISSIONS SYSTEMS INC.,41053509,GLOBAL EMISSIONS SYSTEMS INC.,"1700 MCEWEN DRIVE, UNIT 1 AND 2",,WHITBY,ON ,L1N 0A2   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000018,93000018,ISHOUSE,INTEGRATED SERVICES HOUSE REP,0,1,1
80519095,MXC301W,63011896,,609098,VAUGHAN COMMUNITY HEALTH CENTRE,41053519,VAUGHAN COMMUNITY HEALTH CENTRE,"9401 JANE ST. # 206, BLDG. ""A""",,VAUGHAN,ON ,L6A 4H7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93001785,NEWBERRK,KEN NEWBERRY,0,0,0
80519102,MXC301W,63012086,,609098,VAUGHAN COMMUNITY HEALTH CENTRE,41053522,VAUGHAN COMMUNITY HEALTH CENTRE,"9401 JANE ST. # 206, BLDG. ""A""",,VAUGHAN,ON ,L6A 4H7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93001785,NEWBERRK,KEN NEWBERRY,0,0,0
80520228,MXM314N,55041759,,681702,CHOLKAN & STEPCHUCK,41053523,CHOLKAN & STEPCHUCK,1 EVA RD,,TORONTO,ON ,M9C 4Z5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93000373,ENDACOTL,LINDA ENDACOTT,0,0,0
80520241,MX3070N,65098112,,681608,COOPER EQUIPMENT RENTALS LTD.,41053525,COOPER EQUIPMENT RENTALS LTD.,6335 EDWARDS BLVD.,,MISSISSAUGA,ON ,L5T 2W7   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93001092,COULLB,BRIAN COULL,0,0,0
80520249,MX3050N,65043515,80520249,675475,YMCA OF GREATER HALIFAX / DARTMOUTH,41053529,COMMUNITY YMCA,2269 GOTTINGEN ST,,HALIFAX,NS ,B2W 1Y7   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000319,93000318,BLACKJ,JEFF BLACK,0,0,0
80520250,MX3050N,65064126,,675475,YMCA OF GREATER HALIFAX / DARTMOUTH,41053530,YMCA,"5228 HIGHWAY # 7,",,PORTERS LAKE,NS ,B3E 1J8   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,,,BLACKJ,JEFF BLACK,0,0,0
80520251,MX3050N,65067313,,670570,HRDA ENTERPRISES LTD (METROWORKS),41053531,HRDA ENTERPRISES LTD,7071 BAYERS RD. # LL05,,HALIFAX,NS ,B3L 2C2   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000319,93000318,SEWARDR,ROGER SEWARD,0,0,0
80520762,MXC301W,63011946,,681608,COOPER EQUIPMENT RENTALS LTD.,41053535,COOPER EQUIPMENT RENTALS LTD.,12307 WOODBINE AVE.,,GORMLEY,ON ,L0H 1G0   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,93000402,COULLB,BRIAN COULL,0,0,0
80541845,MX3050N,65043495,,675475,YMCA OF GREATER HALIFAX / DARTMOUTH,41053536,YMCA - COLE HARBOUR,5 CUMBERLAND DRIVE,,COLE HARBOUR,NS ,B2V 2T6   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,BLACKJ,JEFF BLACK,0,0,0
80552488,MX4070N,65092273,,649260,CEDARLANE LABS,41053544,CEDARLANIE LABS,4410 PALETTA COURT,,BURLINGTON,ON ,L7L 5R2   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,RINALDOF,FRANCO RINALDO,0,0,0
80553245,MX4070N,65092173,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053541,RESSOURCES FINANCIERES ET MATERIELLES,6854 RUE SHERBROOKE EST - 3E ETAGE,RFMI,MONTREAL,QC ,H1N 1E1   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000773,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80553246,MX4070N,65092163,,669974,PARKS CANADA,41053542,PARKS CANADA,186 ROUTE 117,,KOUCHIBOUGUAC NATIONAL PARK,NB ,E4X 2P1   ,628074,SHARP DIRECT MONCTON,61000209,HFX_ALL,93000303,93000302,MCNALLYK,KAREN MCNALLY,0,0,0
80553268,MX3570N,65076306,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053543,CABINET DU MAIRE ET DES CONSEILLERS,5160 DECARIE 7e ETAGE,,MONTREAL,QC ,H3X 2H9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80554172,MX5070N,65136394,,664190,UFCW CANADA LOCAL 12R24,41053545,UFCW CANADA LOCAL 12R24,83 CAMPBELL AVE. E.,,CAMPBELLVILLE,ON ,L0P 1B0   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,SHAWM,MICHAEL SHAW,0,0,0
80554173,MX3070N,65066626,,,,41053546,GRIDPATH SOLUTIONS INC.,328 GLOVER ROAD,,STONEY CREEK,ON ,L8E 5M3   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,GAMMONM,MIKE GAMMON,0,0,0
80554280,MX2600N,85050378,,673466,TELEPACER INC.,41053547,UCCI PROPERTIES,"390 WOODSWORTH RD., # 26",Windfield Townhouse Complex,NORTH YORK,ON ,M2L 2T9   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000373,93000373,GUNAWARA,AJITHA GUNAWARDANA,0,1,1
80554284,MXM503N,25002745R,,682606,DATA REPRO COM LTD.,41053548,DATA REPRO COM LTD.,"75 HORNER AVE., # 12",,ETOBICOKE,ON ,M8Z 4X5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001484,93001393,STRUMINP,PERRY STRUMINIKOV,0,0,0
80554315,MXC301W,63011846,,676334,SUTTON GROUP QUANTUM REALTY INC.,41053750,SUTTON GROUP QUANTUM REALTY INC,1673 LAKESHORE RD WEST,,MISSISSAUGA,ON ,L5J 1J4   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,THERIAULTK,KEVIN THERIAULT,0,0,0
80554316,MXC301W,63011886,,662196,ST. HILDA'S TOWERS INC.,41054077,ST HILDA'S TOWERS INC,2339 DUFFERIN STREET,,TORONTO,ON ,M6E 4Z5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000019,93000029,,,0,1,1
80554317,MXC301W,63011956,,633292,STERIMAX INC.,41053724,STERIMAX INC,2770 PORTLAND DR,WAREHOUSE,OAKVILLE,ON ,L6H 6R4   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,THERIAULTK,KEVIN THERIAULT,0,0,0
80554318,MXC301W,63011966,,676334,SUTTON GROUP QUANTUM REALTY INC.,41053751,SUTTON GROUP QUANTUM REALTY INC,260 LAKESHORE ROAD EAST,,OAKVILLE,ON ,L6J 1J1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000040,93001092,THERIAULTK,KEVIN THERIAULT,0,0,0
80554319,MXC402SC,5501452Y,,677300,CATFISH CALHOUN INCORPORATED,41053770,CATFISH CALHOUN INCORPORATED,250 BUNTING ROAD,SHIPPING OFFICE,ST. CATHARINES,ON ,L2M 3Y1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000382,93000381,GAMMONM,MIKE GAMMON,0,0,0
80554320,MXC402SC,65000015,,653629,PREMIERE VAN LINES 512476 NB LTD.,41053981,PREMIERE VAN LINES 512476 NB LTD.,"161 CALEDONA DR., ""A""",,MONCTON,NB ,E1H 3C7   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000302,93000303,MCNALLYK,KAREN MCNALLY,0,0,0
80554321,MXC402SC,65000055,,677300,CATFISH CALHOUN INCORPORATED,41053769,CATFISH CALHOUN INCORPORATED,250 BUNTING ROAD,SALES OFFICE,ST. CATHARINES,ON ,L2M 3Y1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000382,93000381,GAMMONM,MIKE GAMMON,0,0,0
80554323,MXC402SC,65054584,,633955,BLUE STREAK-HYGRADE MOTOR,41054072,BLUE STREAK-HYGRADE MOTOR,7680 TRANMERE DRIVE,,MISSISSAUGA,ON ,L5S 1K4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001491,ENDACOTL,LINDA ENDACOTT,0,0,0
80554324,MXM266N,65018575,,285396,PATTERSON DENTAIRE CANADA INC # 990,41053861,PATTERSON DENTAIRE CANADA INC # 990,1205 HENRI-BOURASSA OUEST,NATIONAL REPAIR,MONTREAL,QC ,H3M 3E6   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000050,WINECKS,STIRLING WINECK,0,0,0
80554326,MXM266N,65018715,65018715,681830,ONTIM INVESTMENTS LTD.,41053870,ONTIM INVESTMENTS LTD.,1285 ONTARIO ST.,BURLINGTON TOWERS RENTAL OFFICE,BURLINGTON,ON ,L7S 1X8   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,CATAFORM,MARK CATAFORD,0,0,0
80554652,MX3070N,65066126,,672166,BERMIS INC,41053551,BERMIS INC,236 WILKINSON ROAD,,BRAMPTON,ON ,L6T 4N7   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001491,93001321,THERIAULTK,KEVIN THERIAULT,0,0,0
80554754,MX3050N,65064616,,645723,BRAMPTON GOLF CLUB LTD.,41053552,BRAMPTON GOLF CLUB LTD.,"7700 KENNEDY RD. SOUTH,",ADMINISTRATION BLDG,BRAMPTON,ON ,L6W 0A1   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93000040,DUPUISE,ERIC DUPUIS,0,0,0
80554765,MX3070N,65066526,,667510,RE/MAX HALLMARK REALTY LTD.,41053553,RE/MAX HALLMARK REALTY LTD.,"2277 QUEEN ST., EAST",,TORONTO,ON ,M4E 1G5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93000025,THERIAULTK,KEVIN THERIAULT,0,0,0
80554766,MX3070N,65066756,,654097,"BT PARTNERS INC.,",41053554,BT PARTNERS INC.,"8500 LESLIE ST., UNIT 200",,THORNHILL,ON ,L3T 7M8   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000672,CHENGK,KENNETH CHENG,0,0,0
80554767,MX3070N,65066306,,682484,BLACKWOOD PARTNERS INC.,41053555,BLACKWOOD PARTNERS INC.,"110 YONGE ST., # 1500",,TORONTO,ON ,M5C 1T4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000380,93001307,THERIAULTK,KEVIN THERIAULT,0,0,0
80554775,MX3070N,65066646,,682484,BLACKWOOD PARTNERS INC.,41053556,BLACKWOOD PARTNERS CORP.,9000 KEELE ST UNIT A-4,,CONCORD,ON ,L4K 0B3   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000673,93001092,THERIAULTK,KEVIN THERIAULT,0,0,0
80554794,MX3070N,65067296,,678955,IPRO REALTY LTD.,41053558,IPRO REALTY LTD.,"272 QUEEN ST., EAST",,BRAMPTON,ON ,L6V 1B9   ,,Not assigned,61000193,GTA West,93000673,93000040,SMITHC,CHARLIE SMITH,0,0,0
80554795,MX3070N,65067036,,682484,BLACKWOOD PARTNERS INC.,41053560,BLACKWOOD PARTNERS INC.,"110 YONGE ST., # 1500",,TORONTO,ON ,M5C 1T4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000380,93001307,THERIAULTK,KEVIN THERIAULT,0,0,0
80554935,MX3070N,65067566,,242691,CORPORATION OF THE CITY OF VAUGHAN,41053563,CORPORATION OF THE CITY OF VAUGHAN,2141 MAJOR MACKENZIE DR.,ACCESS VAUGHAN LEVEL 100,VAUGHAN,ON ,L6A 1T1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000022,93000402,NEWBERRK,KEN NEWBERRY,0,0,0
80554936,MX3070N,65067576,,667510,RE/MAX HALLMARK REALTY LTD.,41053564,RE/MAX HALLMARK REALTY LTD.,"2277 QUEEN ST., EAST",,TORONTO,ON ,M4E 1G5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93000025,THERIAULTK,KEVIN THERIAULT,0,0,0
80554953,MX3070N,65067376,,667510,RE/MAX HALLMARK REALTY LTD.,41053565,RE/MAX HALLMARK REALTY LTD.,"2277 QUEEN ST., EAST",,TORONTO,ON ,M4E 1G5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93000025,THERIAULTK,KEVIN THERIAULT,0,0,0
80565052,MX3070N,65065876,,667510,RE/MAX HALLMARK REALTY LTD.,41053568,RE/MAX HALLMARK REALTY LTD.,"2277 QUEEN ST., EAST",,TORONTO,ON ,M4E 1G5   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000019,93000025,THERIAULTK,KEVIN THERIAULT,0,0,0
80575146,MX3050N,65064576,,667435,MICCO COMPANIES LTD.,41053569,MICCO COMPANIES LTD.,741 BEDFORD HWY.,,BEDFORD,NS ,B3M 2M1   ,,Not assigned,61000209,HFX_ALL,93000318,93000319,SEWARDR,ROGER SEWARD,0,0,0
80575520,MX3570N,65123214,,681793,JL ROYAL DESIGN INC.,41053575,JL ROYAL DESIGN,"636 EDWARD AVE., # 1",,RICHMOND HILL,ON ,L4C 0V4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000402,93000022,ENDACOTL,LINDA ENDACOTT,0,0,0
80575597,MX3050N,65067663,,655213,DAY NITE NEON SIGNS LTD.,41053576,DAY NITE NEON SIGNS LTD.,57 WRIGHT AVE,,DARTMOUTH,NS ,B3B 1H2   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000311,93000318,SEWARDR,ROGER SEWARD,0,0,0
80575637,MX3070N,5507332Y,,681658,WORKPLACE ONE BUSINESS,41053577,WORKPLACE ONE BUSINESS CENTRES LTD.,340 KING ST. EAST #100,,TORONTO,ON ,M5A 1K8   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001307,93000019,COULLB,BRIAN COULL,0,0,0
80586044,MXM354N,55032718,,681791,JANCOX METAL PRODUCTS INC.,41053580,JANCOX METAL PRODUCTS INC.,3966 NASHUA DRIVE,,MISSISSAUGA,ON ,L4V 1M5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001321,93001491,CATAFORM,MARK CATAFORD,0,1,1
80586069,MX3610N,1502125400,,673466,TELEPACER INC.,41053585,INTER-PROVINCIAL DIVERSIFIED,"45 ST. CLAIR AVE. WEST,  #701",,TORONTO,ON ,M4V 0A2   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93001393,93000373,GUNAWARA,AJITHA GUNAWARDANA,0,1,1
80586100,MX3140N,3506711XR,,682680,CANBA  IMMIGRATION SERVICES INC.,41053586,CANBA  IMMIGRATION SERVICES INC.,2481 KINGSTON RD. #208,,TORONTO,ON ,M1N 1V4   ,147570,SHARP DIRECT CTO,61000445,GTA Central,93000025,93000019,CHENGK,KENNETH CHENG,0,0,0
80586127,MX3115N,25087179,,682675,R.MOORE HOMES,41053588,R.MOORE HOMES,8 CALLAGHAN RD,,LINDSAY,ON ,K9V 4R4   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000672,,ENDACOTLR,LINDA ENDACOTT RITE COPY,0,1,1
80587015,MX3050N,65063986,,661583,METELIX PRODUCTS,41053596,METELIX PRODUCTS,95 VAN KIRK DR.,,BRAMPTON,ON ,L7A 1A4   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93000040,GOWERM,MICHAEL GOWER,0,0,0
80587019,MX3050N,65063636,,661583,METELIX PRODUCTS,41053599,METELIX PRODUCTS,95 VAN KIRK DR.,,BRAMPTON,ON ,L7A 1A4   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93000040,GOWERM,MICHAEL GOWER,0,0,0
80587394,MXM363N,1500845XR,,681722,D&W FORWARDERS INC,41053606,D&W FORWARDERS INC,81 ORENDA ROAD,,BRAMPTON,ON ,L6W 1V7   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000673,93000040,DUPUISE,ERIC DUPUIS,0,0,0
80603121,MX4070N,65086306,,630540,SERVICE DE POLICE DE LA VILLE DE,41053609,SPVM -  SERVICE AU COURS,10 RUE SAINT-ANTOINE EST 2.160,,MONTREAL,QC ,H2Y 1A2   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603133,MXM365N,65007426,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053611,DIR. GENERALE-BUREAU DU CONTROLEUR GEN.,"1555 RUE PEEL, 14E ETAGE",BUREAU DU CONTRÔLEUR GÉNÉRAL,MONTREAL,QC ,H3A 3L8   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000183,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603134,MX4070N,65086796,,630540,SERVICE DE POLICE DE LA VILLE DE,41053610,SPVM - CRIMES MAJEURS,7275 RUE SHERBROOKE EST 4E ETG,,MONTREAL,QC ,H1N 1E9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000046,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603135,MX5070N,65080755,,602409,SHARP BUSINESS SYSTEMS - GEORGIA,41053612,"COVERIGHT SURFACES CDA., INC., O/A Arcli",100 BLANCHARD ST.,,STE. THERESE,QC ,J7E 4R9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000050,93000049,RINALDOK,KIM RINALDO,0,0,0
80603149,MX4070N,65084686,,630540,SERVICE DE POLICE DE LA VILLE DE,41053613,SPVM - CRIMES INFORMATIQUES,600 FULLUM BUREAU #3.04,,MONTREAL,QC ,H2K 3L6   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000051,93000213,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603150,MX4070N,65085936,,630540,SERVICE DE POLICE DE LA VILLE DE,41053614,SPVM /AGRESSION SEXUELLE,7275 SHERBROOKE EST 4E ETAGE,,MONTREAL,QC ,H1N 1E9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000213,93000046,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603151,MX4070N,65085576,,630540,SERVICE DE POLICE DE LA VILLE DE,41053615,CO-NORD SOUTIEN,855 CREMAZIE EST,,MONTREAL,QC ,H2M 2T7   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000049,93000051,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603154,MX4070N,65086696,,630540,SERVICE DE POLICE DE LA VILLE DE,41053616,QUARTIER GENERAL/DHR DOTATION,1441 RUE ST URBAIN 3E ETAGE,,MONTREAL,QC ,H5B 1E4   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000046,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80603390,MX4070N,65086506,,637016,PWGSC,41053620,PWGSC,"11 LAURIER ST.PHASE 3, LEVEL IB3",PLACE DU PORTAGE,GATINEAU,QC ,K1A 0S5   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000045,93000044,JOYCER,RICHARD JOYCE,0,0,0
80603391,MX4070N,65085826,,260546,NATIONAL RESEARCH COUNCIL,41053621,NATIONAL RESEARCH COUNCIL,"1920 RESEARCH RD., BLDG. U-66",CONTROL ROOM,OTTAWA,ON ,K1A 0R6   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000043,93000275,JOYCER,RICHARD JOYCE,0,0,0
80603392,MX4070N,65085036,,651699,CANADA SCHOOL OF PUBLIC SERVICE,41053622,CANADA SCHOOL OF PUBLIC SERVICE,241 DE LA CITE-DES-JEUNES BOUL.,ROOM 1323,GATINEAU,QC ,J8Y 6L2   ,144633,SHARP DIRECT - OTTAWA,61000175,OTT_ALL,93000045,93000044,JOYCER,RICHARD JOYCE,0,0,0
80603613,MX3070N,65066516,,658200,AME LEARNING INC.,41053623,AME LEARNING INC.,1220 SHEPPARD AVE. EAST # 410,,TORONTO,ON ,M2K 2Z5   ,147570,SHARP DIRECT CTO,61000192,GTA East,93000024,93000027,SHAWM,MICHAEL SHAW,0,0,0
80603862,MX3050N,65064286,,682072,MILLCROFT FINANCIAL GROUP LTD.,41053625,MILLCROFT FINANCIAL GROUP LTD.,241 PLAINS RD. EAST,,BURLINGTON,ON ,L7T 2C5   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,CATAFORM,MARK CATAFORD,0,0,0
80603866,MX3070N,65066816,,672750,CABCO RESEARCH LTD.,41053627,THE COLES GROUP INC.,"2000 BARRINGTON STREET, STE. 1204",,HALIFAX,NS ,B3J 3K1   ,645498,SHARP DIRECT HALIFAX,61000209,HFX_ALL,93000319,93000311,ISD HOUSE,ISD HOUSE,0,0,0
80611096,MXC300W,53004497,,681830,ONTIM INVESTMENTS LTD.,41053628,ONTIM INVESTMENTS LTD.,1285 ONTARIO ST.,BURLINGTON TOWERS,BURLINGTON,ON ,L7S 1X8   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000894,93000038,CATAFORM,MARK CATAFORD,0,1,1
80611100,MX5070N,65080765,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053632,DIVISION DE COMMUNICATIONS,5160 BOUL. DECARIE #600,,MONTREAL,QC ,H3X 2H9   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000046,93000050,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80611104,MXM365N,65007736,,616096,VILLE DE MONTREAL SVCS DES FINANCES,41053633,MVTP-SDE-RECEPTION,700 RUE DE LA GAUCHETIERE O.,LOCAL 28-245B,MONTREAL,QC ,H3B 4L5   ,617422,SHARP DIRECT - MONTREAL,61000174,MTL_ALL,93000773,93000904,DEGUIREM,MARCELINE DEGUIRE,0,0,0
80615332,MX3070N,65066656,,682732,BURKE & COMPANY LTD.,41053635,BURKE & COMPANY LTD.,"331 CITYVIEW BLVD., # 301",,VAUGHAN,ON ,L4H 3M1   ,147570,SHARP DIRECT CTO,61000192,GTA East,93001785,93001491,HANDLIRR,RICHARD HANDLIR,0,0,0
80615388,MX3070N,65066676,,677419,NIAGARA MOTORS LTD.,41053637,NIAGARA MOTORS LTD.,1537 NIAGARA STONE RD.,PO BOX 70,VIRGIL,ON ,L0S 1T0   ,147570,SHARP DIRECT CTO,61000193,GTA West,93000382,93000381,GAMMONM,MIKE GAMMON,0,0,0
